13950
AIRLINE	FLIGHT_NUMBER	ORIGIN_AIRPORT	DESTINATION_AIRPORT	SCHEDULED_DEPARTURE	SCHEDULED_ARRIVAL	DISTANCE
NK	203	BOS	PBI	1555	1913	1197
US	1783	DFW	CLT	1555	1917	936
NK	904	DFW	MCO	1555	1921	985
DL	2187	JFK	SLC	1555	1924	1990
AA	383	DFW	DCA	1555	1935	1192
B6	808	STT	BOS	1555	2008	1693
AA	1152	DFW	LGA	1555	2010	1389
DL	1509	DEN	ATL	1555	2045	1199
AA	379	SFO	DFW	1555	2120	1464
US	574	PHX	TPA	1555	2138	1788
US	1854	PHX	CLT	1555	2144	1773
US	1712	PHX	PHL	1555	2212	2075
WN	1591	LAS	PHL	1555	2330	2176
AS	14	SEA	EWR	1555	2352	2402
EV	4147	DAY	ORD	1556	1609	240
F9	216	DEN	AUS	1556	1856	775
UA	1089	IAH	MCO	1556	1908	854
UA	244	EWR	PHX	1556	1930	2133
UA	596	IAH	BOS	1556	2028	1597
UA	1225	HNL	LAX	1556	2334	2556
HA	310	OGG	KOA	1557	1629	84
EV	5662	IAH	LCH	1557	1648	127
EV	3959	MOT	DEN	1557	1654	604
UA	460	LAX	SFO	1557	1718	337
B6	2783	BOS	RDU	1557	1808	612
EV	4684	EWR	SDF	1557	1818	642
B6	283	JFK	MCO	1557	1901	944
EV	4487	MSY	EWR	1557	1952	1167
OO	5207	SFO	SAN	1558	1729	447
B6	1011	BOS	ORD	1558	1757	867
OO	6201	DEN	AUS	1558	1905	775
UA	519	LAX	EWR	1559	2413	2454
US	2032	CLT	JAX	1559	1714	328
OO	6280	SFO	SNA	1559	1728	372
OO	6206	DEN	PHX	1559	1759	602
NK	645	DTW	TPA	1559	1841	983
OO	5510	PSP	DEN	1559	1906	776
AA	152	PHX	MIA	1559	2203	1972
DL	2362	LAX	JFK	1600	2413	2475
WN	1549	DTW	MDW	1600	1620	228
HA	326	HNL	OGG	1600	1637	100
B6	1036	SJU	STT	1600	1637	68
OO	6611	FLG	PHX	1600	1644	119
MQ	3299	ACT	DFW	1600	1645	89
MQ	3341	ABI	DFW	1600	1650	158
OO	4491	SEA	PDX	1600	1650	129
HA	301	ITO	HNL	1600	1652	216
AA	1337	DFW	LAS	1600	1655	1055
EV	4291	CRP	IAH	1600	1659	201
WN	4999	HOU	DAL	1600	1700	239
US	2044	PHL	LGA	1600	1700	96
AS	696	SEA	GEG	1600	1700	224
OO	7375	MSP	BRD	1600	1702	114
MQ	3312	DFW	BPT	1600	1703	270
WN	39	DAL	HOU	1600	1705	239
WN	3499	LAS	LAX	1600	1705	236
WN	960	LAX	LAS	1600	1705	236
MQ	2890	MLI	ORD	1600	1705	139
MQ	3259	DFW	MAF	1600	1708	309
OO	4671	MSP	GRB	1600	1709	252
US	1843	CLT	ATL	1600	1713	226
MQ	3067	AMA	DFW	1600	1715	312
EV	5033	DTW	OMA	1600	1715	651
AA	209	LAX	SFO	1600	1715	337
WN	164	RNO	LAS	1600	1715	345
DL	1292	ATL	IAH	1600	1718	689
WN	579	BDL	BWI	1600	1720	283
WN	2045	BWI	PWM	1600	1720	452
AA	937	DFW	EGE	1600	1720	721
WN	3483	LAS	RNO	1600	1720	345
US	1708	PHL	BOS	1600	1722	280
OO	6566	PHX	GJT	1600	1724	438
OO	7405	MSP	ABR	1600	1726	257
VX	909	LAS	SFO	1600	1730	414
DL	1314	ATL	CMH	1600	1732	447
OO	6402	SFO	EUG	1600	1735	451
UA	735	DEN	SFO	1600	1739	967
DL	1072	ATL	PIT	1600	1742	526
UA	741	LGA	ORD	1600	1743	733
WN	4207	BWI	IND	1600	1745	516
AA	2265	DFW	SFO	1600	1745	1464
WN	1569	MDW	DEN	1600	1745	895
WN	1271	PHX	DEN	1600	1745	602
UA	746	IAH	LAX	1600	1747	1379
EV	5447	LGA	BNA	1600	1749	764
OO	5553	PDX	SFO	1600	1749	550
DL	1527	ATL	FLL	1600	1750	581
WN	1027	BOS	MKE	1600	1750	860
DL	554	RSW	ATL	1600	1750	515
WN	789	DCA	MSY	1600	1755	969
WN	1670	MDW	LAS	1600	1800	1521
AA	1636	RSW	DFW	1600	1800	1017
MQ	2914	ORD	LEX	1600	1808	323
EV	5296	VPS	ATL	1600	1810	250
WN	1584	GEG	LAS	1600	1815	806
WN	1652	LAX	TUS	1600	1815	451
AS	604	SEA	LAS	1600	1818	867
EV	5267	ABE	ATL	1600	1820	692
DL	1832	PNS	ATL	1600	1820	271
EV	4975	LGA	CLT	1600	1822	544
WN	892	SEA	LAS	1600	1825	867
DL	2056	MCO	LGA	1600	1831	950
AA	370	BWI	DFW	1600	1835	1217
AA	178	DCA	DFW	1600	1835	1192
MQ	3029	ORD	SYR	1600	1838	607
DL	138	MCO	DTW	1600	1839	957
UA	1419	ORD	SEA	1600	1839	1721
B6	904	RSW	BDL	1600	1850	1180
AS	103	SEA	ANC	1600	1850	1448
DL	2447	LGA	ATL	1600	1851	762
OO	4542	MSP	DAY	1600	1853	574
US	463	ORD	CLT	1600	1856	599
US	783	ORD	PHL	1600	1857	678
DL	2471	AUS	ATL	1600	1900	813
EV	5126	DFW	ATL	1600	1901	731
OO	5167	DEN	MSN	1600	1905	826
US	755	PHL	LAX	1600	1907	2402
UA	690	ORD	LGA	1600	1913	733
AA	1120	LGA	DFW	1600	1915	1389
AA	395	SJU	ORD	1600	1915	2072
UA	1605	ORD	EWR	1600	1918	719
EV	5138	GRB	ATL	1600	1921	774
DL	2503	JFK	MIA	1600	1923	1089
WN	2010	PHX	HOU	1600	1925	1020
WN	144	MCI	MCO	1600	1935	1072
UA	1475	ORD	MCO	1600	1945	1005
AA	1092	DFW	PHL	1600	2000	1303
UA	785	LAX	LIH	1600	2004	2615
DL	2469	MSP	TPA	1600	2008	1306
WN	570	SAT	BWI	1600	2010	1407
WN	978	PHX	BWI	1600	2215	1999
UA	1211	SFO	RDU	1600	2359	2400
DL	1288	DTW	IND	1601	1712	231
MQ	2894	CHS	MIA	1601	1743	489
EV	4662	ORD	CLT	1601	1856	599
UA	1043	ORD	BOS	1601	1913	867
EV	6164	LEX	ORD	1602	1626	323
EV	4138	GRK	IAH	1602	1700	166
EV	5967	BNA	DEN	1602	1814	1014
UA	438	LAX	ORD	1602	2203	1744
OO	6326	SFO	FAT	1603	1704	158
EV	4270	CMH	DEN	1603	1727	1154
NK	363	ATL	IAH	1603	1730	689
UA	1062	DCA	DEN	1603	1812	1476
DL	1109	FLL	DTW	1603	1905	1127
EV	5906	HSV	DEN	1604	1814	1048
DL	2021	DTW	PHX	1604	1833	1671
UA	1253	LAX	IAD	1604	2346	2288
UA	1266	SFO	EWR	1605	2428	2565
MQ	3647	DFW	GRK	1605	1648	134
EV	5538	DTW	CID	1605	1648	430
AA	2367	DFW	ELP	1605	1650	551
OO	6619	YUM	PHX	1605	1657	160
WN	4292	HOU	SAT	1605	1700	192
OO	6333	LAX	SAN	1605	1700	109
US	2088	RDU	CLT	1605	1707	130
WN	707	DCA	MDW	1605	1715	601
WN	362	DEN	ABQ	1605	1715	349
VX	486	LAX	LAS	1605	1715	236
OO	7372	MSP	BJI	1605	1717	199
OO	5225	BFL	SFO	1605	1724	238
WN	772	ATL	RDU	1605	1725	356
WN	1821	MCI	MSP	1605	1725	393
WN	795	PHL	MDW	1605	1730	668
WN	2408	LAS	OAK	1605	1735	407
OO	2640	ORD	ICT	1605	1755	588
OO	4679	MSP	ICT	1605	1800	545
OO	5361	ORD	FWA	1605	1803	157
EV	4349	ORD	ICT	1605	1806	588
AA	986	STT	MIA	1605	1806	1107
MQ	3101	OKC	ORD	1605	1810	693
WN	1879	PHX	BOI	1605	1810	735
UA	1029	BWI	DEN	1605	1813	1491
DL	1899	BNA	ATL	1605	1814	214
MQ	3073	ORD	CLE	1605	1818	315
WN	127	SJU	MCO	1605	1820	1189
US	1721	PHL	MSY	1605	1821	1089
EV	5383	MSP	DFW	1605	1845	852
OO	6562	MRY	PHX	1605	1856	598
AA	1483	MIA	LGA	1605	1901	1096
F9	320	PSP	DEN	1605	1904	776
WN	3658	ABQ	HOU	1605	1905	759
AA	360	ORD	LGA	1605	1905	733
EV	5499	MSP	IAH	1605	1912	1034
AA	1527	PHX	DFW	1605	1925	868
US	709	PHL	SFO	1605	1926	2521
AA	1448	BOS	DFW	1605	1940	1562
WN	497	OKC	BWI	1605	1950	1180
WN	646	PHX	MDW	1605	2025	1444
UA	1546	IAH	EWR	1605	2035	1400
AA	67	JFK	SJU	1605	2100	1598
US	2024	DEN	CLT	1605	2106	1337
UA	1197	ANC	SFO	1605	2135	2018
US	569	PHX	MCO	1605	2201	1849
US	562	PHX	BOS	1605	2246	2300
AA	284	HNL	LAX	1605	2335	2556
HA	18	HNL	LAS	1605	2345	2762
EV	5602	ATL	LFT	1606	1654	503
EV	3927	IAH	MAF	1606	1737	429
EV	4550	MCI	IAH	1606	1812	643
HA	187	KOA	HNL	1607	1651	163
NK	600	FLL	ATL	1607	1805	581
UA	379	DFW	SFO	1607	1806	1464
EV	3274	ERI	ORD	1608	1640	398
EV	4688	MKE	IAH	1608	1913	984
EV	4860	LFT	DEN	1609	1805	978
EV	5935	ELP	DEN	1609	1808	563
B6	715	DCA	JAX	1609	1814	634
B6	2224	MCO	DCA	1609	1816	759
B6	1580	FLL	DCA	1609	1834	899
UA	1479	LAX	SAT	1609	2059	1211
MQ	3020	CLE	ORD	1610	1640	315
MQ	2769	ORD	BMI	1610	1658	116
EV	5536	ATL	PIA	1610	1700	565
WN	395	HOU	CRP	1610	1700	187
OO	4594	MSP	RAP	1610	1703	489
DL	521	MSP	DLH	1610	1704	144
AA	341	DFW	AUS	1610	1705	190
WN	296	TPA	FLL	1610	1710	197
US	1886	CLT	RIC	1610	1714	257
OO	7415	MSP	RHI	1610	1715	190
DL	769	ATL	MKE	1610	1717	669
OO	7403	MSP	HIB	1610	1717	174
AA	1364	CLT	ORD	1610	1720	599
WN	113	OAK	ONT	1610	1720	362
AA	1664	SAT	DFW	1610	1720	247
DL	752	MSP	OMA	1610	1721	282
OO	6583	PHX	ABQ	1610	1722	328
EV	2513	MLU	DFW	1610	1725	293
DL	1623	ATL	DAB	1610	1727	366
OO	4611	MSP	MKE	1610	1727	297
US	1705	PHL	PIT	1610	1727	268
F9	578	SLC	DEN	1610	1728	391
VX	936	SFO	LAX	1610	1730	337
DL	1126	ATL	CVG	1610	1735	373
WN	791	SMF	SAN	1610	1735	480
DL	1077	RDU	ATL	1610	1742	356
DL	388	MSP	BZN	1610	1743	874
OO	5317	SFO	CEC	1610	1744	304
DL	686	ATL	AUS	1610	1745	813
MQ	3382	LGA	BNA	1610	1748	764
AA	103	MSY	DFW	1610	1750	447
WN	3127	STL	DAL	1610	1755	546
AA	343	LGA	ORD	1610	1800	733
AA	1286	OMA	DFW	1610	1805	583
WN	238	SEA	OAK	1610	1810	671
US	761	CLT	MIA	1610	1812	650
US	1999	CLT	BOS	1610	1813	728
UA	1250	MCO	DEN	1610	1815	1546
MQ	2794	DFW	MSN	1610	1818	821
UA	759	SFO	SEA	1610	1821	679
OO	3487	FAT	SEA	1610	1825	748
WN	1889	MCO	CMH	1610	1825	802
MQ	3444	BMI	DFW	1610	1830	690
US	1741	DCA	TPA	1610	1835	814
AA	241	ORD	SFO	1610	1850	1846
OO	6558	SBP	PHX	1610	1852	509
NK	174	FLL	LGA	1610	1900	1076
WN	427	LAS	DEN	1610	1900	628
WN	104	OAK	PHX	1610	1900	646
US	751	PHL	DFW	1610	1901	1303
AA	1010	DEN	DFW	1610	1905	641
DL	1142	HOU	ATL	1610	1907	696
MQ	3085	DFW	TYS	1610	1908	772
WN	2132	STL	MCO	1610	1925	882
B6	423	JFK	LAX	1610	1938	2475
B6	405	BOS	LGB	1610	1940	2602
UA	73	SFO	HNL	1610	1944	2398
AA	165	BOS	LAX	1610	1945	2611
F9	1064	ORD	MCO	1610	1945	1005
WN	954	DEN	IND	1610	2025	977
US	553	PHX	FLL	1610	2220	1972
EV	4890	ATL	CAE	1611	1707	192
DL	2363	ATL	MCI	1611	1727	692
US	1765	CLT	MCI	1611	1736	808
DL	1178	RIC	ATL	1612	1805	481
EV	5181	ATL	CHA	1613	1700	106
EV	4224	EWR	MKE	1613	1742	725
F9	1221	ILG	MCO	1613	1845	841
OO	4853	SLC	SUN	1614	1724	222
EV	4629	CVG	EWR	1614	1807	569
US	1719	CLT	FLL	1614	1811	631
WN	519	SDF	MDW	1615	1635	271
MQ	2863	DTW	ORD	1615	1640	235
EV	5443	ATL	AEX	1615	1702	500
MQ	3582	DFW	LAW	1615	1703	140
OO	5396	ORD	MKE	1615	1703	67
OO	6577	TUS	PHX	1615	1705	110
OO	6310	LAX	PSP	1615	1709	110
DL	2470	ATL	MDW	1615	1714	591
WN	1011	FLL	TPA	1615	1715	197
DL	991	MSP	FAR	1615	1719	223
WN	520	MCI	ABQ	1615	1725	718
EV	2505	DFW	LFT	1615	1730	351
EV	2530	DFW	BTR	1615	1730	383
OO	5363	SFO	ONT	1615	1733	363
AA	2361	DCA	ORD	1615	1735	612
AA	1585	DFW	MSY	1615	1735	447
WN	368	GSP	BWI	1615	1735	426
DL	2299	ATL	HOU	1615	1737	696
WN	3490	DAL	BHM	1615	1745	587
DL	1377	MSP	ORD	1615	1748	334
WN	586	TUL	HOU	1615	1750	453
EV	4273	ORD	MCI	1615	1754	403
WN	915	OAK	PDX	1615	1755	543
OO	3469	OMA	SEA	1615	1755	1368
US	2070	CLT	LGA	1615	1802	544
DL	1652	ATL	BWI	1615	1803	577
MQ	3129	DFW	VPS	1615	1803	641
MQ	2805	ORD	FWA	1615	1803	157
OO	5609	SFO	PDX	1615	1805	550
B6	1685	BOS	PIT	1615	1806	496
WN	1694	CAK	ATL	1615	1810	528
UA	295	IAD	DEN	1615	1813	1452
MQ	3684	LGA	DAY	1615	1813	549
DL	1425	BWI	ATL	1615	1818	577
UA	587	SEA	SFO	1615	1824	679
WN	3837	TPA	DCA	1615	1825	814
OO	6257	FCA	DEN	1615	1827	752
EV	3949	ORD	LEX	1615	1831	323
US	486	SAN	PHX	1615	1831	304
DL	1060	ATL	EWR	1615	1833	746
MQ	2889	ORD	CVG	1615	1833	265
EV	4091	EWR	IND	1615	1834	645
DL	478	ATL	JFK	1615	1835	760
US	494	LAX	PHX	1615	1836	370
EV	5152	LGA	CHS	1615	1839	641
WN	1123	PIT	TPA	1615	1840	873
AA	1418	IAD	DFW	1615	1845	1172
WN	4561	MSY	LAX	1615	1845	1670
US	626	CLT	PHX	1615	1852	1773
OO	6606	FAT	PHX	1615	1858	493
B6	1640	RSW	LGA	1615	1858	1080
US	484	SMF	PHX	1615	1901	647
US	1885	STL	CLT	1615	1901	575
US	2092	MSY	CLT	1615	1903	651
UA	1593	EWR	MCO	1615	1904	937
UA	1403	ORD	IAD	1615	1913	589
DL	491	JFK	LAS	1615	1916	2248
MQ	3186	DFW	CVG	1615	1923	812
AA	65	JFK	DFW	1615	1930	1391
US	583	PHX	MCI	1615	1942	1044
AA	2414	DFW	EWR	1615	2020	1372
AS	84	ANC	SEA	1615	2035	1448
US	614	PHX	ATL	1615	2143	1587
UA	1762	SFO	IAH	1615	2155	1635
US	1870	PHX	DTW	1615	2157	1671
WN	2324	LAS	MCO	1615	2330	2039
WN	3356	LAS	ALB	1615	2350	2237
OO	5345	FWA	ORD	1616	1615	157
US	2056	CLT	RDU	1616	1706	130
HA	278	HNL	KOA	1617	1700	163
AA	1621	MCO	MIA	1617	1729	192
OO	5216	IAH	BHM	1617	1755	562
EV	4350	LRD	IAH	1618	1730	301
EV	4360	IAH	ICT	1618	1802	542
EV	4297	EWR	DTW	1618	1818	488
OO	6320	MSP	LAX	1618	1818	1535
DL	1778	ATL	MEM	1619	1644	332
EV	4311	MLI	ORD	1619	1715	139
OO	5645	MFR	SFO	1619	1738	329
EV	5167	ORF	ATL	1619	1817	516
DL	2036	EYW	ATL	1619	1818	646
B6	1161	LGA	PBI	1619	1926	1035
UA	541	SEA	EWR	1620	2434	2402
WN	942	CLE	MDW	1620	1650	307
MQ	2844	DFW	SAF	1620	1703	551
OO	5385	SFO	SMF	1620	1706	86
OO	4737	MSP	DIK	1620	1715	481
WN	152	BWI	PIT	1620	1720	210
AA	1035	DFW	TUL	1620	1720	237
OO	2589	LAX	MRY	1620	1720	266
OO	5387	LAX	SBP	1620	1721	156
MQ	3140	DFW	ASE	1620	1723	701
AA	373	DFW	SAT	1620	1725	247
WN	554	HRL	HOU	1620	1725	277
DL	1812	ATL	ORD	1620	1727	606
AA	926	DFW	LIT	1620	1730	304
DL	1441	ATL	CLT	1620	1734	226
WN	976	BNA	PNS	1620	1735	391
WN	102	IND	LAS	1620	1735	1590
EV	4189	IAH	JAN	1620	1736	351
OO	6556	PHX	DRO	1620	1736	351
WN	2426	OAK	SAN	1620	1740	446
WN	606	SMF	LAS	1620	1740	397
WN	969	DEN	SNA	1620	1745	846
AA	1020	DFW	MEM	1620	1745	432
WN	4966	MDW	MSP	1620	1745	349
WN	3034	ATL	MCO	1620	1750	404
MQ	3363	DFW	MOB	1620	1753	539
EV	3255	EWR	CLE	1620	1800	404
US	2036	CLT	SYR	1620	1801	603
DL	1810	ATL	DCA	1620	1802	547
OO	4677	MSP	MDW	1620	1802	349
WN	310	PBI	ATL	1620	1810	545
US	1864	CLT	PVD	1620	1813	683
EV	5928	ORD	MEM	1620	1813	491
US	2046	CLT	RSW	1620	1814	600
WN	282	DEN	PHX	1620	1815	602
WN	344	MKE	LAS	1620	1820	1524
AA	1399	STL	DFW	1620	1820	550
MQ	2986	ORD	DTW	1620	1838	235
US	2015	PHL	ATL	1620	1843	666
F9	1356	IAD	TPA	1620	1850	811
DL	887	ATL	PDX	1620	1851	2172
OO	6574	SBA	PHX	1620	1852	455
OO	4685	MSP	LAN	1620	1853	455
WN	1517	MSY	MCO	1620	1855	551
US	735	PHL	LAS	1620	1856	2176
OO	6386	SFO	BOI	1620	1858	522
WN	3652	MDW	OAK	1620	1905	1844
WN	1765	HOU	ATL	1620	1915	696
US	766	PHL	SAN	1620	1917	2370
F9	939	TTN	PBI	1620	1920	985
WN	2063	MDW	CHS	1620	1925	745
B6	170	FLL	BOS	1620	1927	1237
B6	1459	BDL	FLL	1620	1939	1173
UA	1727	SFO	OGG	1620	1940	2338
US	594	PHX	IAH	1620	1947	1009
US	639	JFK	PHX	1620	2000	2153
US	629	BOS	PHX	1620	2014	2300
AA	1687	ORD	FLL	1620	2020	1182
WN	2052	SLC	MDW	1620	2025	1259
OO	6227	SLC	ORD	1620	2031	1250
US	437	PHX	ORD	1620	2037	1440
OO	4976	SFO	STL	1620	2217	1735
AS	892	HNL	SAN	1620	2358	2614
HA	142	HNL	ITO	1621	1712	216
EV	5400	ATL	TRI	1621	1723	227
B6	26	TPA	JFK	1621	1857	1005
DL	1728	LAS	JFK	1622	2405	2248
OO	6217	BUR	SFO	1622	1745	326
OO	5620	DFW	LAX	1622	1755	1235
B6	1198	MCO	LGA	1622	1854	950
UA	736	EWR	MIA	1622	1929	1085
DL	787	MSP	ATL	1622	1952	907
HA	294	LIH	OGG	1623	1708	201
UA	1750	PHL	SFO	1623	1947	2521
B6	691	BOS	TPA	1623	1957	1185
DL	2143	ATL	LAS	1624	1801	1747
EV	4645	MSP	EWR	1624	2010	1008
HA	50	HNL	JFK	1625	3055	4983
MQ	3008	IND	ORD	1625	1645	177
WN	558	MAF	LAS	1625	1645	795
UA	393	BUF	ORD	1625	1717	473
WN	843	LAS	ONT	1625	1720	197
OO	5290	AVL	ORD	1625	1725	536
MQ	3100	MSN	ORD	1625	1725	108
MQ	3401	SHV	DFW	1625	1725	190
WN	332	SJC	BUR	1625	1725	296
US	1802	CLT	MSY	1625	1728	651
WN	602	BUF	BWI	1625	1735	281
WN	537	OAK	LAX	1625	1735	337
MQ	3077	DFW	SGF	1625	1738	364
WN	4995	BWI	CMH	1625	1745	337
WN	1276	SFO	LAX	1625	1745	337
WN	1767	PDX	SMF	1625	1750	479
NK	660	MCI	ORD	1625	1751	403
WN	838	BWI	DAY	1625	1755	406
WN	632	CAK	LGA	1625	1755	397
OO	4703	LAX	SMF	1625	1755	373
WN	2417	OMA	MDW	1625	1755	423
EV	4699	IAH	MEM	1625	1756	468
US	1791	CLT	TPA	1625	1804	507
DL	1050	ATL	RSW	1625	1809	515
AA	2323	DFW	OMA	1625	1810	583
WN	387	RIC	ATL	1625	1810	481
WN	1155	TUL	PHX	1625	1810	935
US	1875	CLT	PBI	1625	1815	590
AA	1512	TPA	DFW	1625	1815	929
DL	1564	ATL	SAN	1625	1819	1892
EV	5998	ORD	LIT	1625	1819	552
WN	2701	BHM	DAL	1625	1820	587
DL	81	ATL	LAX	1625	1834	1947
MQ	2964	GRR	DFW	1625	1835	931
WN	257	MCO	PIT	1625	1835	834
EV	6110	ORD	DAY	1625	1837	240
AA	1576	SNA	PHX	1625	1840	338
DL	1159	BUF	ATL	1625	1849	712
OO	4504	ORD	DTW	1625	1849	235
AA	2343	ORD	DFW	1625	1855	802
DL	1629	ATL	BOS	1625	1858	946
WN	1908	LAX	SLC	1625	1905	590
F9	1275	PHL	MIA	1625	1915	1013
WN	2128	MDW	HOU	1625	1920	937
AA	1385	DFW	IND	1625	1925	761
WN	1133	DEN	MDW	1625	1945	895
OO	5212	ASE	ORD	1625	2020	1013
AA	297	LAX	HNL	1625	2025	2556
WN	1870	SAN	SAT	1625	2100	1129
WN	4738	LAS	MDW	1625	2155	1521
WN	1587	LAS	IND	1625	2255	1590
AS	858	OGG	SAN	1625	2345	2541
WN	1757	LAS	IAD	1625	2350	2065
EV	5803	IAH	LIT	1626	1749	374
HA	295	OGG	HNL	1627	1704	100
DL	1277	ATL	MSY	1627	1705	425
UA	1143	ORD	DEN	1627	1813	888
B6	1884	MCO	JFK	1627	1903	944
AA	212	OGG	LAX	1627	2335	2486
EV	5274	MLI	ATL	1628	1915	633
EV	3930	MSN	ORD	1629	1720	108
OO	5191	JAC	LAX	1629	1750	784
B6	2302	JFK	BUF	1629	1758	301
UA	441	PIT	DEN	1629	1809	1290
B6	327	EWR	MCO	1629	1922	937
MQ	3061	AZO	ORD	1630	1640	122
AS	64	WRG	KTN	1630	1702	82
WN	506	RDU	BWI	1630	1730	255
WN	4386	STL	MCI	1630	1730	237
WN	1664	DAL	SAT	1630	1735	248
AA	2370	DFW	IAH	1630	1735	224
WN	4997	LAS	SAN	1630	1735	258
WN	526	STL	MDW	1630	1735	251
MQ	2951	ORD	DSM	1630	1738	299
OO	2639	FAT	LAX	1630	1740	209
OO	5347	LAX	MRY	1630	1740	266
WN	3879	MSP	MKE	1630	1740	297
WN	512	SAN	LAS	1630	1740	258
MQ	3044	JFK	BWI	1630	1743	184
B6	348	LGB	OAK	1630	1748	353
OO	6238	ACV	SFO	1630	1750	250
MQ	2982	RIC	ORD	1630	1750	642
WN	342	SAT	LAX	1630	1750	1211
US	1745	CLT	PIT	1630	1754	366
WN	1760	EWR	MDW	1630	1755	711
UA	488	SFO	LAX	1630	1757	337
WN	661	OKC	PHX	1630	1800	833
AA	1430	MSP	ORD	1630	1805	334
US	853	CLT	BUF	1630	1809	546
DL	1058	MCO	ATL	1630	1811	404
AS	37	MSP	SEA	1630	1815	1399
DL	768	PBI	ATL	1630	1820	545
WN	2410	SMF	SEA	1630	1820	605
US	1889	CLT	BDL	1630	1823	644
AS	759	MCI	SEA	1630	1825	1489
AA	2302	MCO	DFW	1630	1825	985
DL	1251	ATL	SNA	1630	1830	1919
DL	74	MIA	ATL	1630	1834	594
DL	813	ATL	PHL	1630	1835	666
WN	2082	MCO	BWI	1630	1840	787
WN	2176	TPA	BWI	1630	1840	842
UA	1130	ORD	DTW	1630	1853	235
WN	1728	BNA	JAX	1630	1855	483
DL	1293	MSY	ATL	1630	1858	425
WN	980	DCA	DAL	1630	1900	1184
UA	1178	EWR	IAH	1630	1920	1400
NK	678	RSW	DTW	1630	1920	1084
WN	4010	BOS	ATL	1630	1935	946
AA	276	DFW	ATL	1630	1935	731
AA	2488	EWR	DFW	1630	1935	1372
US	551	PHX	DFW	1630	1942	868
AA	1138	LGA	DFW	1630	1945	1389
OO	5190	SFO	ASE	1630	1945	848
DL	1903	LGA	PBI	1630	1947	1035
UA	237	EWR	SFO	1630	1954	2565
AA	133	JFK	LAX	1630	2000	2475
DL	1532	LGA	MIA	1630	2003	1096
VX	27	JFK	SFO	1630	2010	2586
AA	1228	SLC	DFW	1630	2010	989
DL	1299	LAX	KOA	1630	2014	2504
AA	1401	ORD	MIA	1630	2033	1197
AA	1480	DFW	JFK	1630	2055	1391
DL	525	ATL	SJU	1630	2101	1547
WN	745	PHX	ATL	1630	2200	1587
US	683	PHX	EWR	1630	2300	2133
HA	34	OGG	LAX	1630	2345	2486
DL	1563	ATL	BNA	1631	1639	214
EV	5508	ATL	JAN	1631	1651	341
EV	4375	TYS	ORD	1631	1715	475
EV	4469	JAN	IAH	1631	1753	351
EV	4230	DIK	DEN	1631	1815	488
DL	1457	SEA	SLC	1631	1923	689
NK	727	LBE	FLL	1631	1926	980
OO	5199	SLC	IAH	1631	2025	1195
UA	710	DEN	GRR	1631	2057	1015
HA	327	KOA	HNL	1632	1716	163
OO	5555	DEN	GJT	1632	1733	212
B6	918	JFK	BOS	1632	1746	187
DL	1284	MKE	DTW	1632	1852	237
DL	2398	STL	DTW	1632	1903	440
OO	4541	SAN	LAX	1633	1725	109
OO	5618	HDN	LAX	1633	1745	763
EV	4544	MEM	IAH	1633	1825	468
UA	644	IAD	SFO	1634	1940	2419
WN	2703	PHX	BUR	1635	1700	369
MQ	3055	DFW	GGG	1635	1723	140
MQ	3459	MIA	PNS	1635	1724	530
WN	35	HOU	MSY	1635	1735	302
WN	863	SAT	DAL	1635	1735	248
WN	1622	BWI	PVD	1635	1745	327
WN	994	FLL	MSY	1635	1745	674
MQ	3327	DFW	CRP	1635	1748	354
VX	923	LAX	SFO	1635	1750	337
MQ	3572	XNA	DFW	1635	1750	280
WN	3943	AUS	DEN	1635	1755	775
AA	2463	DFW	LAX	1635	1755	1235
US	1962	CLT	BWI	1635	1759	361
MQ	2849	DSM	ORD	1635	1800	299
WN	314	OAK	LAS	1635	1800	407
WN	603	RDU	ATL	1635	1800	356
B6	585	ROC	JFK	1635	1800	264
WN	4840	SAN	OAK	1635	1800	446
DL	2376	ATL	TPA	1635	1803	406
DL	1881	CVG	ATL	1635	1809	373
AA	2458	DFW	STL	1635	1810	550
US	559	CLT	PHL	1635	1815	449
DL	1534	IND	ATL	1635	1815	432
US	2025	CLT	MCO	1635	1816	468
DL	1521	DAY	ATL	1635	1819	432
AA	1149	DFW	SJC	1635	1820	1438
EV	2546	CRW	DFW	1635	1825	946
WN	2024	MCO	MDW	1635	1825	990
WN	886	TPA	SAT	1635	1825	972
US	1821	CLT	DTW	1635	1827	500
WN	1160	AUS	BNA	1635	1830	756
WN	433	BOS	MDW	1635	1830	861
WN	3938	MCI	PHX	1635	1830	1044
US	637	CLT	LAS	1635	1832	1916
AS	655	DFW	PDX	1635	1844	1616
US	2027	LAS	PHX	1635	1844	255
WN	879	BUF	LAS	1635	1845	1986
MQ	2942	HSV	DFW	1635	1845	603
EV	5604	MOB	ATL	1635	1850	302
WN	320	IND	MCO	1635	1855	829
DL	15	ATL	SLC	1635	1900	1590
WN	376	ATL	BOS	1635	1905	946
WN	717	BWI	TPA	1635	1905	842
AA	2206	MIA	DCA	1635	1907	919
AA	263	MCO	LAX	1635	1910	2218
UA	518	ORD	PDX	1635	1912	1739
UA	279	IAD	LAX	1635	1915	2288
US	2029	CLT	SFO	1635	1920	2296
AA	1073	MIA	PHL	1635	1922	1013
DL	2004	LAX	SLC	1635	1925	590
